ro,STATIONS_ID,MESS_DATUM_BEGINN,MESS_DATUM_ENDE,QN_4,MO_N,MO_TT,MO_TX,MO_TN,MO_FK,MX_TX,MX_FX,MX_TN,MO_SD_S,QN_6,MO_RR,MX_RS
11,       4354,20190501,20190531,    3,  -999,  10.64,   15.61,    5.43,-999,  23.5,  -999,  -0.7, 151.00,    3,    96.9,   16.5
12,       4354,20190601,20190630,    3,  -999,  20.62,   27.96,   13.32,-999,  33.7,  -999,  10.7, 311.95,-999,-999,   20.9
13,       4354,20190701,20190731,    3,  -999,  19.25,   25.85,   12.77,-999,  34.9,  -999,   5.8, 250.20,    3,    51.4,   14.7
14,       4354,20190801,20190831,    3,  -999,  18.83,   25.32,   13.33,-999,  30.6,  -999,   7.7, 203.82,    3,    82.6,   23.1
15,       4354,20190901,20190930,    3,  -999,  13.70,   19.65,    8.16,-999,  28.5,  -999,   1.4, 155.17,    3,    50.5,   11.6
16,       4354,20191001,20191031,    1,  -999,   9.83,   15.78,    4.73,-999,  24.5,  -999,  -3.2, 146.20,    1,   103.5,   33.9
17,       4354,20191101,20191130,    1,  -999,   4.20,    7.74,    0.69,-999,  16.4,  -999,  -3.7,  51.85,    1,    74.9,   20.5
18,       4354,20191201,20191231,    1,  -999,   1.58,    5.32,   -1.63,-999,  15.0,  -999,  -7.4,  59.53,    1,    75.3,   15.8
0,       2600,20180601,20180630,    3,  -999,  19.62,   26.29,   13.20,-999,  31.4,  -999,   6.1,-999,    9,    58.0,   27.6
1,       2600,20180701,20180731,    3,  -999,  21.80,   29.98,   13.54,-999,  39.0,  -999,   7.9,-999,    9,    35.3,   25.9
2,       2600,20180801,20180831,    3,  -999,  21.41,   29.15,   13.69,-999,  36.5,  -999,   5.5,-999,    9,    51.9,   38.0
3,       2600,20180901,20180930,    3,  -999,  15.99,   24.42,    8.57,-999,  32.2,  -999,  -0.8,-999,    9,    24.3,   15.2
4,       2600,20181001,20181031,    3,  -999,  10.82,   18.48,    4.22,-999,  27.1,  -999,  -2.5,-999,    3,    10.5,    5.2
5,       2600,20181101,20181130,    3,  -999,   5.89,    9.89,    1.65,-999,  17.7,  -999,  -5.3,-999,    3,    11.9,    4.5
6,       2600,20181201,20181231,    3,  -999,   4.55,    7.10,    1.82,-999,  12.7,  -999,  -3.8,-999,    3,    97.9,   28.2
7,       2600,20190101,20190131,    3,  -999,   1.26,    3.66,   -1.36,-999,   8.3,  -999,  -9.0,-999,    3,    49.4,   10.2
8,       2600,20190201,20190228,    3,  -999,   3.26,   10.30,   -2.19,-999,  18.6,  -999,  -5.7,-999,    3,    11.8,    5.0
9,       2600,20190301,20190331,    3,  -999,   7.70,   13.10,    2.42,-999,  20.8,  -999,  -4.0,-999,    3,    47.4,   12.1
10,       2600,20190401,20190430,    3,  -999,  11.42,   18.20,    4.24,-999,  28.1,  -999,  -1.0,-999,    3,    37.7,   11.7
11,       2600,20190501,20190531,    3,  -999,  12.18,   18.29,    5.97,-999,  25.7,  -999,  -0.3,-999,    3,    74.6,   26.5
12,       2600,20190601,20190630,    3,  -999,  21.01,   28.47,   12.81,-999,  37.1,  -999,   5.9,-999,    3,    46.4,   18.5
13,       2600,20190701,20190731,    3,  -999,  20.82,   28.12,   13.42,-999,  39.5,  -999,   6.3,-999,    3,    64.1,   13.2
14,       2600,20190801,20190831,    3,  -999,  20.15,   27.56,   13.59,-999,  33.2,  -999,   7.9,-999,    3,    50.4,   27.9
15,       2600,20190901,20190930,    3,  -999,  15.18,   22.10,    8.43,-999,  29.4,  -999,   0.2,-999,    3,    32.1,   15.5
16,       2600,20191001,20191031,    1,  -999,  11.49,   16.75,    6.77,-999,  26.8,  -999,  -2.3,-999,    1,    78.4,   17.4
17,       2600,20191101,20191130,    1,  -999,   6.03,    9.33,    2.65,-999,  17.4,  -999,  -3.8,-999,    1,    33.5,    5.4
18,       2600,20191201,20191231,    1,  -999,   3.60,    7.35,    0.10,-999,  14.3,  -999,  -7.2,-999,    1,    48.2,   10.9
0,       1550,20180601,20180630,    3,  5.65,  16.26,   22.31,   10.30,    1.57,  28.7,  11.8,   6.5, 190.32,    9,   152.4,   43.6
1,       1550,20180701,20180731,    3,  -999,  18.04,   24.84,   11.56,    1.45,  32.0,  11.5,   8.1, 218.07,    9,    99.0,   16.7
2,       1550,20180801,20180831,    3,  -999,  18.74,   25.52,   12.36,    1.39,  33.8,  17.0,   3.5, 224.65,    9,   199.9,   53.1
3,       1550,20180901,20180930,    3,  4.76,  14.16,   21.12,    8.28,    1.27,  27.9,  12.2,  -0.2, 208.50,    9,   118.9,   21.7
4,       1550,20181001,20181031,    3,  4.20,   9.80,   17.28,    3.95,    1.19,  25.0,  14.5,  -2.0, 188.92,    3,    65.7,   29.1
5,       1550,20181101,20181130,    3,  5.91,   3.49,    9.57,   -0.47,    1.10,  20.9,  13.2,  -6.1,  91.90,    3,    11.3,    4.5
6,       1550,20181201,20181231,    3,  6.44,   0.33,    4.99,   -2.98,    1.10,  12.2,  12.8, -13.4,  39.75,    3,   166.5,   37.3
7,       1550,20190101,20190131,    3,  -999,  -2.26,    2.14,   -6.11,    1.13,   8.2,  11.5, -12.4,  57.07,    3,   150.5,   32.5
8,       1550,20190201,20190228,    3,  4.69,   0.89,    9.11,   -4.59,    1.14,  18.4,  12.6, -11.3, 153.35,    3,    59.2,   21.6
9,       1550,20190301,20190331,    3,  5.33,   5.26,   12.49,   -0.55,    1.58,  20.0,  14.2,  -4.5, 168.17,    3,    81.9,   30.9
10,       1550,20190401,20190430,    3,  5.70,   8.65,   14.96,    2.46,    1.53,  24.1,  14.8,  -1.0, 165.17,    3,    83.8,   21.7
11,       1550,20190501,20190531,    3,  6.84,   9.07,   14.76,    4.00,    1.35,  21.9,  17.5,  -1.6, 108.32,    3,   262.0,   66.3
12,       1550,20190601,20190630,    3,  3.93,  18.95,   26.28,   10.78,    1.80,  34.8,  15.6,   5.5, 268.30,    3,    73.2,   19.3
13,       1550,20190701,20190731,    3,  6.00,  18.06,   24.71,   12.13,    1.52,  33.0,  18.0,   6.8, 195.47,    3,   164.8,   30.8
14,       1550,20190801,20190831,    3,  5.90,  17.40,   23.56,   11.81,    1.29,  31.4,  12.4,   6.4, 185.83,    3,   210.3,   41.9
15,       1550,20190901,20190930,    3,  5.62,  13.10,   18.90,    7.75,    1.23,  27.1,  12.1,   1.6, 168.97,    3,   132.2,   35.1
16,       1550,20191001,20191031,    1,  5.49,   9.97,   17.16,    4.67,    1.10,  25.5,  10.1,   0.8, 138.82,    1,   157.9,   25.8
17,       1550,20191101,20191130,    1,  6.77,   3.74,    8.90,   -0.30,    1.07,  18.2,  18.9,  -5.6,  63.77,    1,    92.4,   14.9
18,       1550,20191201,20191231,    1,  5.68,   0.81,    6.11,   -2.82,    1.10,  16.3,  12.6,  -8.8,  59.91,    1,    82.8,   15.7
0,       3379,20180601,20180630,    3,  4.99,  18.54,   23.99,   13.68,    2.07,  29.7,  15.0,   8.9, 251.82,    9,   132.6,   61.7
1,       3379,20180701,20180731,    3,  4.10,  20.68,   26.52,   15.07,    2.10,  33.7,  18.0,  11.0, 313.67,    9,    91.8,   26.0
2,       3379,20180801,20180831,    3,  4.55,  21.51,   27.58,   16.08,    2.03,  35.1,  19.3,   8.3, 286.40,    9,   101.1,   25.1
3,       3379,20180901,20180930,    3,  4.70,  16.20,   22.21,   10.93,    2.00,  29.3,  21.0,   2.7, 234.00,    9,   118.0,   24.5
4,       3379,20181001,20181031,    3,  4.67,  11.50,   17.35,    6.83,    2.10,  25.1,  19.7,   1.2, 173.33,    3,    45.6,   24.5
5,       3379,20181101,20181130,    3,  6.23,   5.23,    8.74,    2.66,    1.97,  21.2,  12.2,  -1.8,  86.07,    3,    25.1,   14.8
6,       3379,20181201,20181231,    3,  7.27,   3.62,    6.23,    1.10,    2.55,  14.3,  22.4,  -5.4,  42.35,    3,    83.7,   16.5
7,       3379,20190101,20190131,    3,  7.38,   0.02,    2.21,   -2.04,    2.77,   8.3,  21.3,  -8.0,  38.68,    3,    88.0,   22.1
8,       3379,20190201,20190228,    3,  5.36,   3.99,    9.40,   -0.46,    2.11,  18.1,  22.1,  -6.6, 162.32,    3,    51.5,   20.8
9,       3379,20190301,20190331,    3,  5.67,   7.55,   12.25,    3.31,    2.87,  19.3,  24.6,  -1.4, 169.75,    3,    44.0,    9.9
10,       3379,20190401,20190430,    3,  5.74,  10.94,   16.73,    5.54,    2.47,  28.1,  14.9,   2.4, 198.23,    3,    21.0,    9.1
11,       3379,20190501,20190531,    3,  6.19,  11.46,   16.29,    7.06,    2.26,  23.1,  16.6,   2.1, 170.12,    3,   191.5,   71.2
12,       3379,20190601,20190630,    3,  -999,  20.86,   27.38,   14.09,    2.10,  35.2,  23.0,   9.7, 318.12,    3,    68.7,   18.8
13,       3379,20190701,20190731,    3,  5.85,  20.59,   26.21,   15.25,    2.03,  35.3,  15.9,  11.0, 253.18,    3,   124.1,   49.2
14,       3379,20190801,20190831,    3,  5.59,  19.95,   25.55,   14.90,    2.03,  33.2,  15.6,   9.8, 228.26,    3,   150.9,   46.0
15,       3379,20190901,20190930,    3,  5.29,  15.01,   19.98,   10.24,    2.10,  27.0,  19.0,   3.4, 196.45,    3,    66.2,   25.4
16,       3379,20191001,20191031,    1,  5.99,  11.78,   16.82,    7.45,    2.13,  24.5,  15.0,   2.9, 135.77,    1,    86.0,   28.7
17,       3379,20191101,20191130,    1,  7.05,   5.49,    8.51,    2.62,    1.93,  18.1,  16.5,  -1.7,  42.45,    1,    26.0,    4.7
18,       3379,20191201,20191231,    1,  -999,   4.04,    7.41,    0.80,    2.39,  16.1,  23.3,  -4.8,  99.87,    1,    47.1,    8.3
0,       7370,20180601,20180630,    3,  -999,  17.20,   22.88,   11.25,-999,  28.7,  31.1,   5.6, 200.52,    9,    71.2,   40.1
1,       7370,20180701,20180731,    3,  4.00,  18.84,   25.96,   11.32,    1.84,  33.0,  14.9,   5.8, 270.27,    9,    59.0,   24.9
2,       7370,20180801,20180831,    3,  4.06,  19.57,   26.90,   11.86,    2.00,  33.4,  13.6,   3.3, 256.74,    9,    38.4,   11.3
3,       7370,20180901,20180930,    3,  4.39,  13.49,   20.74,    7.27,    1.80,  26.8,  25.6,  -2.2, 209.72,    9,    54.9,   23.5
4,       7370,20181001,20181031,    3,  4.30,   9.36,   16.03,    3.55,    2.23,  23.8,  16.4,  -2.2, 180.68,    3,    28.7,   11.4
5,       7370,20181101,20181130,    3,  6.33,   3.49,    6.84,    0.38,    2.37,  13.6,  20.1,  -9.1,  70.97,    3,    13.4,    9.6
6,       7370,20181201,20181231,    3,  7.54,   1.68,    3.69,   -0.33,    2.32,  10.6,  23.8,  -7.8,-999,    3,   129.5,   29.0
7,       7370,20190101,20190131,    3,  6.88,  -1.59,    0.95,   -5.05,    2.55,   5.3,  18.5, -12.7,-999,    3,    65.3,   10.6
8,       7370,20190201,20190228,    3,  5.02,   0.24,    6.63,   -5.23,    1.71,  14.8,  18.3, -17.9, 129.72,    3,    34.2,   20.7
9,       7370,20190301,20190331,    3,  5.86,   5.51,   10.17,    1.23,    2.74,  18.0,  27.4,  -3.5, 126.01,    3,    69.1,   15.9
10,       7370,20190401,20190430,    3,  -999,   9.29,   15.29,    3.06,-999,  24.6,  19.1,  -1.8, 253.70,    3,    48.2,   21.8
11,       7370,20190501,20190531,    3,  -999,  10.00,   15.04,    4.31,-999,  22.1,  19.7,  -2.7, 148.60,    3,    85.7,   18.2
12,       7370,20190601,20190630,    3,  -999,  19.98,   26.84,   12.27,    2.27,  34.3,  19.8,   6.1, 322.29,    3,    40.2,   23.5
13,       7370,20190701,20190731,    3,  4.79,  18.83,   25.30,   12.30,    2.03,  34.0,  18.8,   4.1, 252.11,    3,    73.7,   32.0
14,       7370,20190801,20190831,    3,  4.90,  17.86,   24.03,   12.20,    1.94,  29.4,  23.8,   6.0, 220.78,    3,    99.2,   27.2
15,       7370,20190901,20190930,    3,  5.32,  13.06,   18.79,    7.52,    2.07,  27.2,  22.7,   0.3, 175.78,    3,    54.2,   15.9
16,       7370,20191001,20191031,    1,  5.68,   9.45,   14.40,    4.75,    2.16,  24.1,  20.4,  -2.7, 141.45,    1,    39.9,   10.1
17,       7370,20191101,20191130,    1,  6.94,   4.34,    7.04,    1.23,    2.33,  12.2,  15.6,  -4.5,  59.73,    1,    32.2,    8.1
18,       7370,20191201,20191231,    1,  6.29,   1.57,    4.79,   -1.50,    2.10,  12.1,  22.4,  -8.2,  55.53,    1,-999,    9.7
0,       2750,20180601,20180630,    3,  -999,  17.56,   23.93,   10.59,-999,  29.4,  -999,   4.8, 207.25,    9,    68.6,   29.1
1,       2750,20180701,20180731,    3,  -999,  19.62,   27.95,   11.13,-999,  36.0,  -999,   4.6, 282.45,    9,    42.3,   12.6
2,       2750,20180801,20180831,    3,  -999,  19.81,   27.74,   11.43,-999,  34.8,  -999,   4.9, 245.93,    9,    15.6,    5.3
3,       2750,20180901,20180930,    3,  -999,  14.09,   22.36,    7.09,-999,  29.4,  -999,  -1.6, 195.64,    9,    44.4,   16.7
4,       2750,20181001,20181031,    3,  -999,   9.46,   17.04,    3.45,-999,  25.7,  -999,  -2.8, 136.30,    3,    24.2,   10.2
5,       2750,20181101,20181130,    3,  -999,   4.67,    8.47,    0.76,-999,  19.1,  -999,  -4.7,  51.03,    3,     8.9,    2.6
6,       2750,20181201,20181231,    3,  -999,   3.16,    5.24,    0.66,-999,  11.8,  -999,  -6.5,   9.87,    3,   129.1,   26.9
7,       2750,20190101,20190131,    3,  -999,  -0.01,    2.28,   -2.90,-999,   7.4,  -999, -11.8,  32.88,    3,    98.5,   18.4
8,       2750,20190201,20190228,    3,  -999,   1.52,    7.91,   -3.31,-999,  16.8,  -999,  -6.7,  94.78,    3,    26.3,   11.8
9,       2750,20190301,20190331,    3,  -999,   6.25,   11.07,    1.64,-999,  19.9,  -999,  -3.7,  87.33,    3,    84.9,   20.9
10,       2750,20190401,20190430,    3,  -999,   9.54,   16.53,    1.89,-999,  25.8,  -999,  -3.4, 242.45,    3,    42.5,   12.4
11,       2750,20190501,20190531,    3,  -999,  10.51,   16.55,    3.98,-999,  24.4,  -999,  -1.9, 154.00,    3,    98.9,   33.1
12,       2750,20190601,20190630,    3,  -999,  19.89,   28.01,   11.19,-999,  35.9,  -999,   4.5, 292.25,    3,    19.2,    5.2
13,       2750,20190701,20190731,    3,  -999,  19.08,   26.72,   11.08,-999,  37.4,  -999,   3.4, 248.47,    3,    46.2,   13.2
14,       2750,20190801,20190831,    3,  -999,  18.57,   26.03,   11.45,-999,  32.1,  -999,   6.9, 190.13,    3,    44.5,    9.2
15,       2750,20190901,20190930,    3,  -999,  13.50,   20.11,    7.08,-999,  28.1,  -999,  -0.5, 154.20,    3,    66.1,   15.5
16,       2750,20191001,20191031,    1,  -999,   9.76,   15.17,    4.96,-999,  24.4,  -999,  -4.7,  96.47,    1,    76.5,   21.0
17,       2750,20191101,20191130,    1,  -999,   5.16,    7.95,    2.15,-999,  14.9,  -999,  -4.9,  24.68,    1,    76.8,   15.7
18,       2750,20191201,20191231,    1,  -999,   2.53,    5.52,   -0.34,-999,  11.1,  -999,  -6.8,  37.47,    1,    77.3,   14.4
0,       4261,20180601,20180630,    3,  -999,  18.26,   24.65,   12.54,-999,  31.2,  -999,   8.5, 223.68,    9,   123.0,   31.0
1,       4261,20180701,20180731,    3,  -999,  19.64,   26.57,   13.25,-999,  33.1,  -999,   7.2, 270.73,    9,    91.5,   27.6
2,       4261,20180801,20180831,    3,  -999,  20.14,   27.47,   13.62,-999,  33.9,  -999,   4.7, 254.53,    9,   121.6,   25.9
3,       4261,20180901,20180930,    3,  -999,  15.20,   22.49,    9.32,-999,  29.3,  -999,  -0.4, 206.42,    9,    93.3,   13.6
4,       4261,20181001,20181031,    3,  -999,  10.56,   17.64,    5.22,-999,  28.0,  -999,  -2.0, 156.87,    3,    42.7,   15.8
5,       4261,20181101,20181130,    3,  -999,   4.73,    9.40,    1.21,-999,  24.2,  -999,  -3.0,  77.60,    3,    24.0,   11.5
6,       4261,20181201,20181231,    3,  -999,   2.70,    6.33,   -0.75,-999,  15.5,  -999,  -8.7,  43.30,    3,   114.3,   17.8
7,       4261,20190101,20190131,    3,  -999,  -0.05,    2.67,   -2.63,-999,   9.0,  -999,  -8.3,  55.77,    3,    98.6,   16.3
8,       4261,20190201,20190228,    3,  -999,   2.25,    9.21,   -3.01,-999,  16.0,  -999,  -7.7, 169.48,    3,-999,   21.5
9,       4261,20190301,20190331,    3,  -999,   6.93,   13.09,    1.41,-999,  21.4,  -999,  -4.9, 156.97,    3,-999,    8.0
10,       4261,20190401,20190430,    3,  -999,  10.25,   16.85,    3.67,-999,  26.6,  -999,  -1.0, 188.22,    3,    45.9,   25.0
11,       4261,20190501,20190531,    3,  -999,  11.00,   16.67,    5.96,-999,  23.9,  -999,   0.9, 147.18,    3,   221.9,   55.5
12,       4261,20190601,20190630,    3,  -999,  20.52,   28.24,   12.67,-999,  36.1,  -999,   8.0, 305.83,    3,    25.4,    8.8
13,       4261,20190701,20190731,    3,  -999,  19.71,   26.34,   13.55,-999,  34.1,  -999,   8.6, 241.48,    3,   141.3,   35.2
14,       4261,20190801,20190831,    3,  -999,  19.14,   25.64,   13.49,-999,  32.7,  -999,   7.8, 204.31,    3,   103.6,   31.2
15,       4261,20190901,20190930,    3,  -999,  14.18,   20.30,    8.96,-999,  27.9,  -999,   1.3, 169.45,    3,    69.5,   17.1
16,       4261,20191001,20191031,    1,  -999,  10.60,   16.83,    5.08,-999,  24.9,  -999,   1.8, 123.20,    1,   105.2,   15.8
17,       4261,20191101,20191130,    1,  -999,   4.32,    8.54,    0.53,-999,  17.2,  -999,  -4.4,  41.38,    1,    55.9,   11.3
18,       4261,20191201,20191231,    1,  -999,   3.06,    7.72,   -1.64,-999,  19.5,  -999,  -6.7,  95.13,    1,    53.3,   13.8
0,       5538,20180601,20180630,    3,  -999,  17.42,   24.11,   11.28,-999,  30.9,  11.7,   6.6,-999,    9,   138.7,   76.1
1,       5538,20180701,20180731,    3,  -999,  19.12,   26.28,   12.17,-999,  32.5,  18.6,   7.8, 281.34,    9,    83.9,   18.5
2,       5538,20180801,20180831,    3,  -999,  19.75,   27.44,   12.67,    1.29,  34.4,  19.7,   3.5, 266.89,    9,   109.5,   29.6
3,       5538,20180901,20180930,    3,  -999,  14.77,   22.11,    8.35,-999,  29.1,  13.0,  -1.0, 217.60,    9,    88.6,   24.6
4,       5538,20181001,20181031,    3,  -999,  10.12,   17.48,    4.07,    1.39,  26.2,  17.0,  -3.1, 166.67,    3,    41.6,   20.9
5,       5538,20181101,20181130,    3,  -999,   4.20,    9.45,    0.50,-999,  22.9,  11.0,  -4.6,  79.97,    3,    20.9,    9.5
6,       5538,20181201,20181231,    3,  -999,   2.63,    6.30,   -1.07,-999,  14.4,  26.7,  -9.7,  43.52,    3,    62.7,   10.6
7,       5538,20190101,20190131,    3,  -999,  -0.61,    2.37,   -3.84,    2.03,   9.4,  17.9, -10.3,  49.85,    3,    66.4,   13.0
8,       5538,20190201,20190228,    3,  -999,   1.91,    9.44,   -4.15,    1.39,  17.7,  19.1, -11.6, 170.08,    3,    36.9,   12.5
9,       5538,20190301,20190331,    3,  -999,   6.12,   12.53,    0.07,-999,  19.2,  24.8,  -6.2, 174.00,    3,    30.0,    9.0
10,       5538,20190401,20190430,    3,  -999,   9.16,   15.98,    2.33,-999,  26.0,  14.4,  -1.8, 187.43,    3,    53.9,   15.8
11,       5538,20190501,20190531,    3,  -999,  10.10,   15.85,    4.55,-999,  22.7,  17.1,  -0.8, 142.57,    3,   164.0,   71.0
12,       5538,20190601,20190630,    3,  -999,  19.50,   27.30,   11.39,-999,  35.0,  19.4,   6.8, 297.10,    3,    45.6,   15.6
13,       5538,20190701,20190731,    3,  -999,  19.18,   26.48,   12.30,-999,  37.0,  17.0,   7.0, 241.42,    3,    88.0,   21.8
14,       5538,20190801,20190831,    3,  -999,  18.22,   24.95,   12.11,-999,  33.0,  15.3,   6.5, 207.45,    3,   154.3,   35.8
15,       5538,20190901,20190930,    3,  -999,  13.38,   19.60,    7.50,    1.27,  26.0,  20.2,   0.0, 185.00,    3,   116.3,   20.5
16,       5538,20191001,20191031,    1,  -999,  10.34,   16.84,    4.55,    1.42,  25.2,  14.4,   0.8, 129.95,    1,   106.0,   17.3
17,       5538,20191101,20191130,    1,  -999,   4.08,    8.30,    0.09,-999,  17.9,  15.3,  -5.4,  41.55,    1,    32.1,    7.0
18,       5538,20191201,20191231,    1,  -999,   2.09,    7.38,   -2.91,-999,  16.6,  20.4,  -8.4, 100.07,    1,    36.4,    7.0
0,       3319,20180601,20180630,    3,  -999,  18.46,   24.85,   12.25,-999,  29.8,  -999,   6.0,-999,    9,    25.1,   15.7
1,       3319,20180701,20180731,    3,  -999,  21.22,   29.37,   13.53,-999,  36.4,  -999,   9.3,-999,    9,    15.8,   10.0
2,       3319,20180801,20180831,    3,  -999,  20.86,   28.39,   13.69,-999,  36.4,  -999,   5.4,-999,    9,    39.3,   25.2
3,       3319,20180901,20180930,    3,  -999,  15.35,   22.89,    8.83,-999,  30.2,  -999,   0.7,-999,    9,    39.4,   15.5
4,       3319,20181001,20181031,    3,  -999,  11.05,   17.32,    5.58,-999,  25.9,  -999,  -0.6,-999,    3,     7.5,    1.8
5,       3319,20181101,20181130,    3,  -999,   6.09,    8.98,    3.30,-999,  16.9,  -999,  -3.4,-999,    3,    14.2,    3.4
6,       3319,20181201,20181231,    3,  -999,   4.21,    6.56,    1.84,-999,  12.8,  -999,  -5.1,-999,    3,    96.8,   25.8
7,       3319,20190101,20190131,    3,  -999,   1.05,    3.15,   -1.42,-999,   9.1,  -999,  -9.5,-999,    3,-999,    6.5
8,       3319,20190201,20190228,    3,  -999,   4.01,    9.94,   -0.85,-999,  19.7,  -999,  -3.5,-999,    3,    10.3,    5.1
9,       3319,20190301,20190331,    3,  -999,   7.20,   11.79,    2.00,-999,  19.7,  -999,  -2.9,-999,    3,    51.4,    7.8
10,       3319,20190401,20190430,    3,  -999,  10.48,   16.05,    4.38,-999,  24.9,  -999,  -0.2,-999,    3,    29.5,   11.0
11,       3319,20190501,20190531,    3,  -999,  11.14,   16.83,    5.36,-999,  23.3,  -999,  -0.6,-999,    3,   120.5,   40.3
12,       3319,20190601,20190630,    3,  -999,  19.42,   26.67,   12.08,-999,  36.3,  -999,   6.2,-999,    3,    46.6,   11.5
13,       3319,20190701,20190731,    3,  -999,  19.49,   26.53,   12.16,-999,  38.8,  -999,   5.4,-999,    3,    58.0,   17.3
14,       3319,20190801,20190831,    3,  -999,  19.44,   26.51,   12.95,-999,  32.1,  -999,   7.8,-999,    3,    33.0,   11.5
15,       3319,20190901,20190930,    3,  -999,  14.44,   20.12,    8.53,-999,  26.4,  -999,   1.4,-999,    3,    36.3,    7.0
16,       3319,20191001,20191031,    1,  -999,  11.38,   15.51,    7.58,-999,  25.4,  -999,   0.0,-999,    1,    76.3,   13.2
17,       3319,20191101,20191130,    1,  -999,   5.70,    8.34,    3.27,-999,  17.0,  -999,  -2.1,-999,    1,    54.5,   21.6
18,       3319,20191201,20191231,    1,  -999,   3.86,    6.81,    1.17,-999,  13.1,  -999,  -5.4,-999,    1,    61.8,   11.9
0,       5149,20180601,20180630,    3,  -999,  18.37,   24.64,   12.17,-999,  29.9,  -999,   6.4,-999,    9,    68.2,   32.2
1,       5149,20180701,20180731,    3,  -999,  20.62,   28.24,   12.97,-999,  35.7,  -999,   7.7,-999,    9,    28.2,   13.6
2,       5149,20180801,20180831,    3,  -999,  20.79,   27.80,   13.93,-999,  35.4,  -999,   5.5,-999,    9,    17.2,   11.1
3,       5149,20180901,20180930,    3,  -999,  15.47,   22.74,    9.13,-999,  29.8,  -999,   1.0,-999,    9,    58.4,   25.3
4,       5149,20181001,20181031,    3,  -999,  10.63,   17.57,    5.07,-999,  26.2,  -999,  -1.2,-999,    3,    14.2,    8.3
5,       5149,20181101,20181130,    3,  -999,   5.41,    9.00,    1.89,-999,  17.3,  -999,  -3.5,-999,    3,     8.0,    3.3
6,       5149,20181201,20181231,    3,  -999,   3.85,    6.15,    1.47,-999,  12.3,  -999,  -4.8,-999,    3,   117.6,   46.9
7,       5149,20190101,20190131,    3,  -999,   0.39,    2.65,   -1.96,-999,   7.8,  -999,  -9.2,-999,    3,    46.1,    8.1
8,       5149,20190201,20190228,    3,  -999,   3.27,    9.58,   -1.57,-999,  17.6,  -999,  -4.7,-999,    3,    10.9,    4.3
9,       5149,20190301,20190331,    3,  -999,   6.89,   11.81,    1.80,-999,  19.2,  -999,  -3.7,-999,    3,    26.0,    5.3
10,       5149,20190401,20190430,    3,  -999,  10.33,   16.72,    3.93,-999,  25.9,  -999,  -1.4,-999,    3,    34.3,   10.2
11,       5149,20190501,20190531,    3,  -999,  11.30,   16.97,    5.53,-999,  24.1,  -999,  -0.8,-999,    3,    75.6,   26.8
12,       5149,20190601,20190630,    3,  -999,  19.96,   26.99,   12.44,-999,  34.4,  -999,   6.3,-999,    3,    40.3,   15.2
13,       5149,20190701,20190731,    3,  -999,  19.68,   26.45,   12.46,-999,  37.6,  -999,   5.7,-999,    3,    55.4,   16.2
14,       5149,20190801,20190831,    3,  -999,  19.31,   26.08,   13.14,-999,  31.2,  -999,   8.2,-999,    3,    56.6,   20.1
15,       5149,20190901,20190930,    3,  -999,  14.35,   20.49,    8.13,-999,  26.2,  -999,   0.7,-999,    3,    54.0,   16.7
16,       5149,20191001,20191031,    1,  -999,  11.17,   15.92,    6.90,-999,  25.9,  -999,  -1.8,-999,    1,    61.5,   13.3
17,       5149,20191101,20191130,    1,  -999,   5.45,    8.38,    2.53,-999,  16.6,  -999,  -2.3,-999,    1,    34.0,    8.2
18,       5149,20191201,20191231,    1,  -999,   3.45,    6.63,    0.47,-999,  13.1,  -999,  -5.3,-999,    1,    39.6,    7.7
0,       5046,20180601,20180630,    3,  -999,  16.79,   23.21,    9.80,-999,  29.0,  -999,   3.8,-999,    9,    33.6,   20.4
1,       5046,20180701,20180731,    3,  -999,  18.82,   27.07,    9.95,-999,  35.2,  -999,   3.1,-999,    9,    29.5,    8.5
2,       5046,20180801,20180831,    3,  -999,  19.32,   27.46,   10.76,-999,  34.4,  -999,   2.5,-999,    9,    31.9,   15.5
3,       5046,20180901,20180930,    3,  -999,  13.43,   20.90,    6.92,-999,  28.0,  -999,  -2.6,-999,    9,    49.4,   15.4
4,       5046,20181001,20181031,    3,  -999,   8.81,   15.87,    2.66,-999,  24.2,  -999,  -4.0,-999,    3,    22.4,    7.3
5,       5046,20181101,20181130,    3,  -999,   3.44,    6.68,    0.12,-999,  13.3,  -999,  -8.3,-999,    3,    15.8,   10.4
6,       5046,20181201,20181231,    3,  -999,   1.94,    3.82,    0.00,-999,  10.5,  -999,  -4.5,-999,    3,   102.1,   15.6
7,       5046,20190101,20190131,    3,  -999,  -1.40,    0.89,   -4.34,-999,   5.6,  -999, -13.1,-999,    3,    51.9,   11.0
8,       5046,20190201,20190228,    3,  -999,   0.66,    6.96,   -4.63,-999,  16.2,  -999, -17.1,-999,    3,    29.0,   16.1
9,       5046,20190301,20190331,    3,  -999,   5.07,    9.86,    0.76,-999,  18.3,  -999,  -3.8,-999,    3,    71.6,   12.9
10,       5046,20190401,20190430,    3,  -999,   8.74,   15.38,    1.72,-999,  23.9,  -999,  -3.7,-999,    3,    28.4,   16.6
11,       5046,20190501,20190531,    3,  -999,   9.77,   15.10,    3.88,-999,  22.5,  -999,  -3.2,-999,    3,    61.6,   19.8
12,       5046,20190601,20190630,    3,  -999,  19.78,   27.36,   10.90,-999,  35.5,  -999,   4.2,-999,    3,    21.4,    8.5
